0.000000000000000000e+00 4.934451933843720522e-02 -3.200415531624849208e-02 2.919048258576665764e-02 -2.270801458187876598e-02 2.466564167036770089e-02 -3.569211515290326986e-03 -1.145689266523979618e-03 -2.013380339635452519e-03 -8.710246935358659714e-04
1.000000000000000056e-01 -9.427778068541101120e-04 4.330403338723367093e-03 -2.997626404729721722e-02 3.887266406391531870e-03 -1.297896766641487044e-02 -1.107573861141246570e-02 -4.566147397311043007e-03 -8.433719015914890177e-03 -8.710919539562158101e-03
2.000000000000000111e-01 -6.677256950235883892e-02 1.018452493927160529e-01 2.675627901402832451e-02 -1.242195407697713368e-02 -2.836140850781227601e-02 -2.271759176609553302e-02 -1.864670449617846643e-02 -1.471995450146297221e-02 -1.535466814876942226e-02
3.000000000000000444e-01 -1.740397791440876363e-01 4.537575319757502362e-02 -2.164790439112214068e-02 -3.780958038187594988e-02 -1.299475225599949768e-02 -2.223774995867986923e-02 -1.872599009009758009e-02 -1.891493863384600266e-02 -1.960221676211740954e-02
4.000000000000000222e-01 -6.003934912285462111e-02 8.004191528817909684e-02 3.153613980176193932e-02 -3.934283744532984101e-03 -2.287434749841143686e-02 -1.378503566557105937e-02 -2.257584669381337145e-02 -1.846583218560206296e-02 -2.227867382887084580e-02
5.000000000000000000e-01 -9.431725162361910553e-02 5.538281900316888162e-02 -3.877928035364192061e-02 -6.511224392954118034e-02 -3.746493097032123354e-02 -2.298836136424718679e-02 -1.741696276481371694e-02 -1.949862894393501397e-02 -1.943423221032689052e-02
6.000000000000000888e-01 -6.848352080105027384e-02 -1.782364847213093600e-02 -2.972851758749356366e-02 -7.075373853762982612e-02 -1.526806013853520758e-02 -1.290499158068777498e-02 -1.425881886657431701e-02 -1.981941508864304771e-02 -1.567140637751516033e-02
7.000000000000000666e-01 1.883719535608534279e-01 1.438957004665842102e-02 -2.020479340074140401e-02 -2.347063420726715199e-02 -6.169141605595001611e-03 -1.614887623241191908e-02 -1.722961656098288830e-02 -1.121642479191674140e-02 -1.252203667501088254e-02
8.000000000000000444e-01 -1.604841401917593280e-01 3.951743463488241459e-02 -2.588875922171728072e-02 -2.769187762647892792e-02 -2.906270088997878372e-03 2.308619421995021861e-04 -7.609551590076341077e-03 -3.818074054954234166e-03 -5.640274612361884966e-03
9.000000000000000222e-01 -1.083362490668368233e-01 4.727297706146471601e-02 -3.003106607328524802e-02 -1.248339582925981836e-02 -2.357362594216471166e-03 -1.040579780000405220e-03 3.486180464812812119e-03 2.666478261791997706e-03 5.461860807915063648e-03
1.000000000000000000e+00 1.072036445529005871e-01 -4.424669727411887493e-02 -4.791738910901354592e-03 1.915935583548566620e-02 2.497436249806937736e-02 1.562474461322176274e-02 2.011579412707781983e-02 1.575092915793885329e-02 1.607822962391564775e-02
1.100000000000000089e+00 1.211476053175332551e-01 5.305074795835213602e-02 2.090660490227626983e-03 2.768834068288096584e-02 1.371318455237273415e-02 3.057973269496168378e-02 2.644458382791827281e-02 3.153553913480006826e-02 2.806452270475028390e-02
1.200000000000000178e+00 1.388190933478018474e-01 -1.203715940566107284e-02 4.615482135698907584e-02 2.213420597638163928e-02 3.676046995087298846e-02 4.243270074086535198e-02 4.333931083931298611e-02 4.020115522158555776e-02 4.234378872651820697e-02
1.300000000000000044e+00 -9.408872746636764983e-02 3.495195907342112107e-02 8.048452721828656953e-02 6.311429374932467362e-02 4.893879807486418987e-02 5.311742886509242950e-02 5.749236012658213990e-02 5.206375068305583997e-02 5.641915911915563325e-02
1.400000000000000133e+00 -4.035429117889402506e-02 3.891016660519978215e-02 9.363363428419495260e-02 7.318011478321304053e-02 7.513793533550072734e-02 6.143868875817181524e-02 7.118869006705147440e-02 7.051558513500560954e-02 7.285126975137098948e-02
1.500000000000000000e+00 -1.329979187763914716e-02 1.043514020556899069e-01 1.025248557806299476e-01 4.995842538527204418e-02 6.501651650215657663e-02 8.816628187043952514e-02 8.476104682039523053e-02 8.386783086157324762e-02 8.577595021930971286e-02
1.600000000000000089e+00 4.190360018944836590e-02 6.170353562930085134e-02 7.446037100628050132e-02 1.044994539842220294e-01 1.103242574605486498e-01 1.061450696822546363e-01 1.029216720796872764e-01 1.021634258052956101e-01 1.016593898342545432e-01
1.700000000000000178e+00 1.099869886928592499e-01 2.030492988101854357e-01 8.868574474035972877e-02 9.435783680191618672e-02 1.295398120195958569e-01 1.232658027496612990e-01 1.162469941415906760e-01 1.174237388194669107e-01 1.190346754898661957e-01
1.800000000000000044e+00 2.682921794044387243e-01 1.304420464500686827e-01 1.224713660651261110e-01 1.348388370769201539e-01 1.274782911784765327e-01 1.371021813131784173e-01 1.258633012201967327e-01 1.339395055219263220e-01 1.325039519962553647e-01
1.900000000000000133e+00 1.486375369959455628e-01 5.592686633777566030e-02 1.311960241262737081e-01 1.138038666593983450e-01 1.566297927729697337e-01 1.497149283863452585e-01 1.442233652321900372e-01 1.467522600079440298e-01 1.497073481499896774e-01
2.000000000000000000e+00 1.841368049213323310e-01 1.983711796780266989e-01 1.331246088964140317e-01 1.890061738397389168e-01 1.518032861968807989e-01 1.661497139971489234e-01 1.592945908135583177e-01 1.613022172630687312e-01 1.622001062904916968e-01
2.100000000000000089e+00 3.662879560579823668e-02 1.790183193849533561e-01 1.287865783525207197e-01 1.618932526990907450e-01 1.634451164817249669e-01 1.780161681444779320e-01 1.762647767033107826e-01 1.739340682494171786e-01 1.732334353768748003e-01
2.200000000000000178e+00 -1.403857169812092187e-02 1.789927577268876635e-01 1.599194955246052707e-01 1.835466744463409017e-01 1.871973134731186594e-01 1.850322777264302720e-01 1.809129867111775869e-01 1.820335317189617497e-01 1.844999842683604507e-01
2.300000000000000266e+00 3.113741852279068301e-01 2.467096267777160179e-01 1.943730415968479841e-01 2.022606534023781433e-01 1.950920758776459596e-01 1.879569513397523484e-01 1.890713733457616286e-01 1.978161723200370647e-01 1.930589791605632488e-01
2.400000000000000355e+00 5.420686066394000968e-02 2.944115941513141821e-01 1.968262926661576984e-01 1.999248823418502130e-01 1.919404021567552021e-01 1.991233578633257728e-01 1.968177043464447440e-01 1.997390888731910286e-01 2.014323189932436253e-01
2.500000000000000000e+00 1.235332127295378085e-01 2.249671516508444380e-01 2.426142454908439272e-01 1.849168293777273819e-01 2.241659119276550316e-01 2.040276487018372054e-01 2.064870800469513767e-01 2.070463101896508062e-01 2.052209309388879632e-01
2.600000000000000089e+00 2.873550240676347456e-01 2.859404171282822205e-01 1.948741146052132278e-01 1.878865846959612562e-01 2.279420846513309784e-01 2.101942012532442283e-01 2.103884631105734093e-01 2.097927067852124183e-01 2.093977925023579045e-01
2.700000000000000178e+00 9.667596104927630996e-02 1.322846787675405755e-01 2.129612157972961550e-01 2.188501507924113521e-01 2.167238098143503822e-01 2.095965189395871120e-01 2.070314070186728139e-01 2.120138290300510042e-01 2.071457546456751397e-01
2.800000000000000266e+00 1.035014929721989052e-01 2.758630539480405597e-01 1.769731014690494597e-01 2.139815943132656328e-01 2.174484206497230288e-01 1.929993587219654416e-01 2.057153993597389263e-01 2.077387049123491647e-01 2.091773426477547548e-01
2.900000000000000355e+00 2.319003912013901658e-01 2.431490525356006516e-01 2.158861358120676421e-01 2.036813238771485457e-01 1.961020178568992633e-01 1.945017700886909062e-01 2.042445712572947825e-01 2.080892289305735776e-01 2.027315608355332588e-01
3.000000000000000000e+00 3.859547896641245535e-01 1.368688347935801131e-01 2.180869611994180612e-01 1.997579163781989520e-01 2.034613053103169755e-01 1.942332272106930269e-01 1.981303801802399289e-01 1.943562284041676080e-01 1.970577547611944147e-01
3.100000000000000089e+00 1.609059605203844168e-01 1.429048071008118259e-01 1.684471422594538137e-01 1.978988696630045174e-01 1.689349105269136453e-01 1.705533150618674110e-01 1.838293877305939295e-01 1.880489383239156431e-01 1.851696685994539127e-01
3.200000000000000178e+00 6.534416281957454442e-02 1.470690717063938557e-01 2.061993094079226374e-01 1.196853845877176442e-01 1.589254731250742403e-01 1.633624257048984785e-01 1.774002380607507257e-01 1.720856531798240774e-01 1.733312759234941491e-01
3.300000000000000266e+00 1.794530683137737226e-01 4.526990009797322856e-02 1.698839691581363054e-01 1.489369087480052478e-01 1.510818100255145735e-01 1.626853399149202906e-01 1.539057624204641650e-01 1.546803023247714237e-01 1.553148866785852844e-01
3.400000000000000355e+00 1.035323290374965954e-01 1.401534230365646672e-01 1.016479226425244520e-01 1.383621519396769639e-01 1.386910996832276532e-01 1.356603627459701256e-01 1.378645541705381672e-01 1.380059575806727168e-01 1.345997160181232333e-01
3.500000000000000000e+00 1.137169818907168700e-01 9.409348486633761777e-02 6.914278950306029792e-02 1.399663192371377041e-01 1.187452378966128985e-01 1.117917212975036156e-01 1.142664752901280806e-01 1.138625754192316153e-01 1.127969872528130219e-01
3.600000000000000089e+00 1.542610718611265586e-01 -6.642317206289069520e-02 1.471264241960470454e-01 8.062207891336656274e-02 9.952732291888953531e-02 9.170201107815789676e-02 8.836815923791588312e-02 8.679380569766029230e-02 8.860607024025786427e-02
3.700000000000000178e+00 -3.537777922263257713e-03 5.811181340939013118e-02 3.447292881955194011e-02 5.106093196821948760e-02 5.007696389250748670e-02 6.214782695783140770e-02 6.476478153664613768e-02 6.465311960668973512e-02 6.250690382412413260e-02
3.800000000000000266e+00 -3.173176133326589821e-02 9.304684672925084277e-02 -4.491094024730954426e-03 1.902692121990173790e-02 2.084772055401225982e-02 2.406972751077249284e-02 3.053523254349916130e-02 3.324903038021693319e-02 3.162999501757828014e-02
3.900000000000000355e+00 -4.210542817804918680e-02 -4.174661736570450116e-02 1.283872515521566112e-03 1.789995808551898132e-02 -7.735029411871517831e-04 -2.023205959774678712e-03 -6.381098398303575864e-06 -2.062990721674491656e-03 -4.394773909352367100e-03
4.000000000000000000e+00 -2.707150354288873073e-02 2.839659645164729906e-02 -3.137620196494995267e-02 -5.245567066610318241e-02 -2.520980172422457311e-02 -4.130787532026911762e-02 -4.007646422736484831e-02 -3.644080708608925939e-02 -3.830516280025273584e-02
4.100000000000000533e+00 1.192262432895069835e-01 -9.810707066020724065e-02 -5.533395835296710252e-02 -5.143813958882516302e-02 -6.960728778129823824e-02 -7.129513061487442738e-02 -6.937085782493349062e-02 -7.313405926391307321e-02 -7.697694810415935118e-02
4.200000000000000178e+00 -2.997134662792776405e-01 -1.192555267740831176e-01 -1.130805938262140348e-01 -1.007891640859825966e-01 -1.100521753046227458e-01 -1.111917765997810781e-01 -1.098002335954361558e-01 -1.151394571971134512e-01 -1.143835901608563910e-01
4.299999999999999822e+00 -1.840865531679803380e-01 -2.230142858432016539e-01 -1.197758185009086540e-01 -1.520902666779374024e-01 -1.551005595941579163e-01 -1.568903724468125871e-01 -1.597162498565274091e-01 -1.585892157923672885e-01 -1.561928456281952149e-01
4.400000000000000355e+00 -2.160826731883779273e-01 -2.574536989708974266e-01 -1.734848159731816053e-01 -2.070326118779181879e-01 -1.891659495092052334e-01 -1.985917641830703406e-01 -1.990362498857140838e-01 -1.991774140039926366e-01 -1.993483455057931397e-01
4.500000000000000000e+00 -3.462647476448650341e-01 -2.198893311034653963e-01 -1.884128111506837289e-01 -2.574894534015295111e-01 -2.452152136444566977e-01 -2.422662175255201056e-01 -2.467961475282315909e-01 -2.442312032978024294e-01 -2.452957928602753357e-01
4.600000000000000533e+00 -3.708038381099892922e-01 -2.606806298878386885e-01 -2.802360108269878469e-01 -3.153088978175559443e-01 -2.813922644285042352e-01 -2.912441814972571708e-01 -2.869453460216899732e-01 -2.911776410085765709e-01 -2.873616000445312624e-01
4.700000000000000178e+00 -3.670215421140607948e-01 -4.024779555608623549e-01 -3.005496634659041710e-01 -3.054588558586164848e-01 -3.430869269892815598e-01 -3.357477642904804771e-01 -3.307065033880358107e-01 -3.339523024739394774e-01 -3.370503421458087567e-01
4.800000000000000711e+00 -2.861585402006352474e-01 -4.476058523425835989e-01 -3.455180560705574111e-01 -3.427628233387509660e-01 -3.830200085885961947e-01 -3.877595224313452049e-01 -3.814456932148399537e-01 -3.826600933696550078e-01 -3.813539412335278933e-01
4.900000000000000355e+00 -4.547820867427240787e-01 -4.108338532649979946e-01 -4.968678578533117784e-01 -4.317609032144034131e-01 -4.426725943836674060e-01 -4.333351748266874304e-01 -4.314626684371748455e-01 -4.278815471292329864e-01 -4.301222968119809420e-01
5.000000000000000000e+00 -4.043748910635633909e-01 -4.209992181904707587e-01 -4.682607751512125049e-01 -4.777724949189889325e-01 -4.657590585215252710e-01 -4.668987295730199771e-01 -4.747700360425740063e-01 -4.793066273144599432e-01 -4.749239970707446745e-01
5.100000000000000533e+00 -3.657501414133363937e-01 -5.257127223381828918e-01 -5.600716400310964405e-01 -5.260595580128379911e-01 -5.223071292047836156e-01 -5.317886069280965966e-01 -5.262585191359526737e-01 -5.202858230421402164e-01 -5.223977173973702870e-01
5.200000000000000178e+00 -5.804717091865331247e-01 -5.757101345077816346e-01 -5.649149105857269593e-01 -5.822416620679267130e-01 -5.506054332148079267e-01 -5.666496453296183677e-01 -5.662621775040582728e-01 -5.687581383356147269e-01 -5.704364420882943598e-01
5.300000000000000711e+00 -7.114838257667095434e-01 -6.831776787633391246e-01 -5.989694469979781610e-01 -6.271574313252985533e-01 -6.262459518481304777e-01 -6.241787776324180248e-01 -6.139330344985257648e-01 -6.139616405901980878e-01 -6.134960543515113329e-01
5.400000000000000355e+00 -8.356507643043344924e-01 -6.481049886038606767e-01 -6.511538119581274930e-01 -6.295444391229629844e-01 -6.634393061801218128e-01 -6.488675562033078270e-01 -6.622984292535971651e-01 -6.578725242497681647e-01 -6.571920985792358838e-01
5.500000000000000000e+00 -6.084926947393543006e-01 -6.451238097439390140e-01 -7.344614246344406405e-01 -6.955000354367543158e-01 -7.119404476119022274e-01 -6.984608946266666063e-01 -6.995875263127439014e-01 -7.016311968706013813e-01 -6.997703980112270905e-01
5.600000000000000533e+00 -6.639477246503316943e-01 -7.267346253687045898e-01 -7.324997298288498104e-01 -7.573365037726254023e-01 -7.509385713868524936e-01 -7.396554613483564689e-01 -7.401432277471080567e-01 -7.425043199652326953e-01 -7.415793750750292457e-01
5.700000000000000178e+00 -7.575001513678957243e-01 -8.460163311371899919e-01 -7.505516209482058221e-01 -8.038918085401886016e-01 -7.794710298828014805e-01 -7.858881408641118504e-01 -7.745091093593475806e-01 -7.790679811086175244e-01 -7.798491554270432502e-01
5.800000000000000711e+00 -8.184307645963562194e-01 -8.968152477205384443e-01 -8.094268097960881647e-01 -8.546401489556965103e-01 -8.140699276742917601e-01 -8.249732399857666598e-01 -8.150503864660050279e-01 -8.169508041947447508e-01 -8.173075470538941900e-01
5.900000000000000355e+00 -7.731856909558850743e-01 -7.905264125729645208e-01 -8.303344038398963178e-01 -8.565924558426718516e-01 -8.450989688593222304e-01 -8.569225093834713647e-01 -8.471048627385788787e-01 -8.549743632907218505e-01 -8.513206288967830604e-01
6.000000000000000000e+00 -8.495895138485884956e-01 -8.748574539094571278e-01 -8.678574923103841154e-01 -8.607961730794572164e-01 -8.847916777731315019e-01 -8.900972778166303945e-01 -8.859859261160270005e-01 -8.844614950457180269e-01 -8.843652501772448771e-01
6.100000000000000533e+00 -9.508916242580517375e-01 -9.411986860171576152e-01 -9.279664027974561247e-01 -9.242113716984808880e-01 -9.125462564144654065e-01 -9.137418846081072354e-01 -9.138729363562305696e-01 -9.131223483434111055e-01 -9.144290787851926394e-01
6.200000000000000178e+00 -9.721795343163269765e-01 -9.654040835442732060e-01 -9.386502320183566228e-01 -9.479588379634154016e-01 -9.302283323007763949e-01 -9.466137539585961491e-01 -9.441290675806568444e-01 -9.420153017906649495e-01 -9.403093798251037638e-01
6.300000000000000711e+00 -1.043812926617980086e+00 -1.056829236191069166e+00 -9.524303439747041633e-01 -9.801704536716556726e-01 -9.787690493870453423e-01 -9.648613982343857698e-01 -9.639696822761769646e-01 -9.663394665824519558e-01 -9.657297936373663294e-01
6.400000000000000355e+00 -8.359244375464278676e-01 -1.021488366514093915e+00 -9.790619987819737524e-01 -9.860274342909676193e-01 -9.917100103217563190e-01 -9.848626515235009427e-01 -9.918280530977574561e-01 -9.851690801783040685e-01 -9.861553325709646600e-01
6.500000000000000000e+00 -1.071818704287572643e+00 -1.074496709320836851e+00 -9.918817382027834695e-01 -1.014568391358156685e+00 -1.001956544830578721e+00 -1.004127622702755795e+00 -1.003649618699754775e+00 -1.006415897126766046e+00 -1.006802037272787276e+00
6.600000000000000533e+00 -9.175769209286893657e-01 -1.047993223013361508e+00 -1.035074344471493379e+00 -1.033608642251891085e+00 -1.036594470953440705e+00 -1.011543547785140440e+00 -1.022673570334896809e+00 -1.021087217691097671e+00 -1.020021653316462551e+00
6.700000000000000178e+00 -1.102576410672623686e+00 -1.119827878455943670e+00 -9.847209621357546627e-01 -1.023646588321258211e+00 -1.036281233351246556e+00 -1.037639525916542738e+00 -1.037662715058528473e+00 -1.032868846010126518e+00 -1.032396524244736824e+00
6.800000000000000711e+00 -1.193535819992494584e+00 -1.150851255199589307e+00 -1.064752432563937257e+00 -1.055776851519665049e+00 -1.037790747257437696e+00 -1.044324333979700148e+00 -1.046312839414039741e+00 -1.044902697226218535e+00 -1.043961517230151959e+00
6.900000000000000355e+00 -9.284469134570091375e-01 -1.011876360215525184e+00 -1.095975921796145558e+00 -1.064035960491815480e+00 -1.041554634331643525e+00 -1.051180084985577912e+00 -1.052152173674284485e+00 -1.049403964522028776e+00 -1.048487944471380828e+00
7.000000000000000000e+00 -1.142428511047125284e+00 -1.114566229426229294e+00 -1.048982058316535015e+00 -1.053659290576509644e+00 -1.040771000535003266e+00 -1.047935035039577745e+00 -1.052026785756809080e+00 -1.051306817148443873e+00 -1.049789853421497332e+00
